Date,Timestamp,Hour,Station,Temp
1/2/2023,03:27:00+08:00,03,S121,23.5
1/2/2023,03:28:00+08:00,03,S121,23.5
1/2/2023,03:29:00+08:00,03,S121,23.6
1/2/2023,03:30:00+08:00,03,S121,23.5
1/2/2023,03:31:00+08:00,03,S121,23.5
1/2/2023,03:32:00+08:00,03,S121,23.5
1/2/2023,03:33:00+08:00,03,S121,23.5
1/2/2023,03:34:00+08:00,03,S121,23.5
1/2/2023,03:35:00+08:00,03,S106,24
1/2/2023,03:36:00+08:00,03,S121,23.5
1/2/2023,03:37:00+08:00,03,S121,23.5
1/2/2023,03:38:00+08:00,03,S121,23.5
1/2/2023,03:39:00+08:00,03,S121,23.5
1/2/2023,03:40:00+08:00,03,S106,24
1/2/2023,03:41:00+08:00,03,S121,23.5
1/2/2023,03:42:00+08:00,03,S121,23.5
1/2/2023,03:43:00+08:00,03,S121,23.5
1/2/2023,03:44:00+08:00,03,S121,23.5
1/2/2023,03:45:00+08:00,03,S106,24
1/2/2023,03:46:00+08:00,03,S121,23.5
1/2/2023,03:47:00+08:00,03,S121,23.5
1/2/2023,03:48:00+08:00,03,S121,23.5
1/2/2023,03:49:00+08:00,03,S121,23.5
1/2/2023,03:50:00+08:00,03,S121,23.5
1/2/2023,03:51:00+08:00,03,S121,23.5
1/2/2023,03:52:00+08:00,03,S121,23.5
1/2/2023,03:53:00+08:00,03,S121,23.5
1/2/2023,03:54:00+08:00,03,S121,23.5
1/2/2023,03:55:00+08:00,03,S121,23.5
1/2/2023,03:56:00+08:00,03,S121,23.5
1/2/2023,03:57:00+08:00,03,S121,23.5
1/2/2023,03:58:00+08:00,03,S121,23.5
1/2/2023,03:59:00+08:00,03,S121,23.5
1/2/2023,04:00:00+08:00,04,S121,23.5
1/2/2023,04:01:00+08:00,04,S121,23.5
1/2/2023,04:02:00+08:00,04,S121,23.5
1/2/2023,04:03:00+08:00,04,S121,23.5
1/2/2023,04:04:00+08:00,04,S121,23.5
1/2/2023,04:05:00+08:00,04,S121,23.5
1/2/2023,04:06:00+08:00,04,S121,23.5
1/2/2023,04:07:00+08:00,04,S121,23.5
1/2/2023,04:08:00+08:00,04,S121,23.5
1/2/2023,04:09:00+08:00,04,S121,23.5
1/2/2023,04:10:00+08:00,04,S121,23.5
1/2/2023,04:11:00+08:00,04,S121,23.5
1/2/2023,04:12:00+08:00,04,S121,23.5
1/2/2023,04:13:00+08:00,04,S121,23.5
1/2/2023,04:14:00+08:00,04,S121,23.5
1/2/2023,04:15:00+08:00,04,S121,23.5
1/2/2023,04:16:00+08:00,04,S121,23.5
1/2/2023,04:17:00+08:00,04,S121,23.5
1/2/2023,04:18:00+08:00,04,S121,23.5
1/2/2023,04:19:00+08:00,04,S121,23.5
1/2/2023,04:20:00+08:00,04,S121,23.5
1/2/2023,04:21:00+08:00,04,S121,23.5
1/2/2023,04:22:00+08:00,04,S121,23.4
1/2/2023,04:23:00+08:00,04,S121,23.5
1/2/2023,04:24:00+08:00,04,S121,23.5
1/2/2023,04:25:00+08:00,04,S121,23.5
1/2/2023,04:26:00+08:00,04,S121,23.5
1/2/2023,04:27:00+08:00,04,S121,23.5
1/2/2023,04:28:00+08:00,04,S121,23.5
1/2/2023,04:29:00+08:00,04,S121,23.5
1/2/2023,04:30:00+08:00,04,S121,23.4
1/2/2023,04:31:00+08:00,04,S121,23.5
1/2/2023,04:32:00+08:00,04,S121,23.5
1/2/2023,04:33:00+08:00,04,S121,23.4
1/2/2023,04:34:00+08:00,04,S121,23.4
1/2/2023,04:35:00+08:00,04,S121,23.4
1/2/2023,04:36:00+08:00,04,S121,23.5
1/2/2023,04:37:00+08:00,04,S121,23.5
1/2/2023,04:38:00+08:00,04,S121,23.5
1/2/2023,04:39:00+08:00,04,S121,23.5
1/2/2023,04:40:00+08:00,04,S121,23.5
1/2/2023,04:41:00+08:00,04,S121,23.5
1/2/2023,04:42:00+08:00,04,S121,23.5
1/2/2023,04:43:00+08:00,04,S121,23.5
1/2/2023,04:44:00+08:00,04,S121,23.5
1/2/2023,04:45:00+08:00,04,S121,23.5
1/2/2023,04:46:00+08:00,04,S121,23.5
1/2/2023,04:47:00+08:00,04,S121,23.5
1/2/2023,04:48:00+08:00,04,S121,23.5
1/2/2023,04:49:00+08:00,04,S121,23.5
1/2/2023,04:50:00+08:00,04,S121,23.5
1/2/2023,04:51:00+08:00,04,S121,23.4
1/2/2023,04:52:00+08:00,04,S121,23.4
1/2/2023,04:53:00+08:00,04,S121,23.4
1/2/2023,04:54:00+08:00,04,S121,23.4
1/2/2023,04:55:00+08:00,04,S121,23.4
1/2/2023,04:56:00+08:00,04,S121,23.4
1/2/2023,04:57:00+08:00,04,S121,23.4
1/2/2023,04:58:00+08:00,04,S121,23.4
1/2/2023,04:59:00+08:00,04,S121,23.4
1/2/2023,05:00:00+08:00,05,S121,23.4
1/2/2023,05:01:00+08:00,05,S121,23.4
1/2/2023,05:02:00+08:00,05,S121,23.4
1/2/2023,05:03:00+08:00,05,S121,23.4
1/2/2023,05:04:00+08:00,05,S121,23.4
1/2/2023,05:05:00+08:00,05,S121,23.5
1/2/2023,05:06:00+08:00,05,S121,23.5
1/2/2023,05:07:00+08:00,05,S121,23.5
1/2/2023,05:08:00+08:00,05,S121,23.4
1/2/2023,05:09:00+08:00,05,S121,23.5
1/2/2023,05:10:00+08:00,05,S121,23.5
1/2/2023,05:11:00+08:00,05,S121,23.5
1/2/2023,05:12:00+08:00,05,S121,23.5
1/2/2023,05:13:00+08:00,05,S121,23.5
1/2/2023,05:14:00+08:00,05,S121,23.5
1/2/2023,05:15:00+08:00,05,S106,24
1/2/2023,05:16:00+08:00,05,S121,23.5
1/2/2023,05:17:00+08:00,05,S121,23.5
1/2/2023,05:18:00+08:00,05,S121,23.5
1/2/2023,05:19:00+08:00,05,S121,23.5
1/2/2023,05:20:00+08:00,05,S121,23.5
1/2/2023,05:21:00+08:00,05,S121,23.5
1/2/2023,05:22:00+08:00,05,S121,23.5
1/2/2023,05:23:00+08:00,05,S121,23.5
1/2/2023,05:24:00+08:00,05,S121,23.5
1/2/2023,05:25:00+08:00,05,S121,23.5
1/2/2023,05:26:00+08:00,05,S121,23.5
1/2/2023,05:27:00+08:00,05,S121,23.5
1/2/2023,05:28:00+08:00,05,S121,23.4
1/2/2023,05:29:00+08:00,05,S121,23.5
1/2/2023,05:30:00+08:00,05,S121,23.5
1/2/2023,05:31:00+08:00,05,S121,23.5
1/2/2023,05:32:00+08:00,05,S121,23.5
1/2/2023,05:33:00+08:00,05,S121,23.5
1/2/2023,05:34:00+08:00,05,S121,23.5
1/2/2023,05:35:00+08:00,05,S106,24
1/2/2023,05:36:00+08:00,05,S121,23.5
1/2/2023,05:37:00+08:00,05,S121,23.5
1/2/2023,05:38:00+08:00,05,S121,23.5
1/2/2023,05:39:00+08:00,05,S121,23.5
1/2/2023,05:40:00+08:00,05,S121,23.5
1/2/2023,05:41:00+08:00,05,S121,23.5
1/2/2023,05:42:00+08:00,05,S121,23.4
1/2/2023,05:43:00+08:00,05,S121,23.4
1/2/2023,05:44:00+08:00,05,S121,23.4
1/2/2023,05:45:00+08:00,05,S121,23.4
1/2/2023,05:46:00+08:00,05,S121,23.5
1/2/2023,05:47:00+08:00,05,S121,23.5
1/2/2023,05:48:00+08:00,05,S121,23.4
1/2/2023,05:49:00+08:00,05,S121,23.4
1/2/2023,05:50:00+08:00,05,S121,23.5
1/2/2023,05:51:00+08:00,05,S121,23.5
1/2/2023,05:52:00+08:00,05,S121,23.5
1/2/2023,05:53:00+08:00,05,S121,23.5
1/2/2023,05:54:00+08:00,05,S121,23.5
1/2/2023,05:55:00+08:00,05,S121,23.5
1/2/2023,05:56:00+08:00,05,S121,23.5
1/2/2023,05:57:00+08:00,05,S121,23.5
1/2/2023,05:58:00+08:00,05,S121,23.5
1/2/2023,05:59:00+08:00,05,S121,23.5
1/2/2023,06:00:00+08:00,06,S121,23.4
1/2/2023,06:01:00+08:00,06,S121,23.4
1/2/2023,06:02:00+08:00,06,S121,23.4
1/2/2023,06:03:00+08:00,06,S121,23.4
1/2/2023,06:04:00+08:00,06,S121,23.4
1/2/2023,06:05:00+08:00,06,S121,23.4
1/2/2023,06:06:00+08:00,06,S121,23.4
1/2/2023,06:07:00+08:00,06,S121,23.4
1/2/2023,06:08:00+08:00,06,S121,23.4
1/2/2023,06:09:00+08:00,06,S121,23.4
1/2/2023,06:10:00+08:00,06,S121,23.4
1/2/2023,06:11:00+08:00,06,S121,23.4
1/2/2023,06:12:00+08:00,06,S121,23.4
1/2/2023,06:13:00+08:00,06,S121,23.4
1/2/2023,06:14:00+08:00,06,S121,23.3
1/2/2023,06:15:00+08:00,06,S121,23.4
1/2/2023,06:16:00+08:00,06,S121,23.4
1/2/2023,06:17:00+08:00,06,S121,23.4
1/2/2023,06:18:00+08:00,06,S121,23.3
1/2/2023,06:19:00+08:00,06,S121,23.4
1/2/2023,06:20:00+08:00,06,S121,23.4
1/2/2023,06:21:00+08:00,06,S121,23.4
1/2/2023,06:22:00+08:00,06,S121,23.4
1/2/2023,06:23:00+08:00,06,S121,23.4
1/2/2023,06:24:00+08:00,06,S121,23.4
1/2/2023,06:25:00+08:00,06,S121,23.4
1/2/2023,06:26:00+08:00,06,S121,23.4
1/2/2023,06:27:00+08:00,06,S121,23.4
1/2/2023,06:28:00+08:00,06,S121,23.4
1/2/2023,06:29:00+08:00,06,S121,23.4
1/2/2023,06:30:00+08:00,06,S121,23.4
1/2/2023,06:31:00+08:00,06,S121,23.5
1/2/2023,06:32:00+08:00,06,S121,23.5
1/2/2023,06:33:00+08:00,06,S121,23.5
1/2/2023,06:34:00+08:00,06,S121,23.4
1/2/2023,06:35:00+08:00,06,S121,23.4
1/2/2023,06:36:00+08:00,06,S121,23.4
1/2/2023,06:37:00+08:00,06,S121,23.4
1/2/2023,06:38:00+08:00,06,S121,23.4
1/2/2023,06:39:00+08:00,06,S121,23.4
1/2/2023,06:40:00+08:00,06,S121,23.4
1/2/2023,06:41:00+08:00,06,S121,23.4
1/2/2023,06:42:00+08:00,06,S121,23.4
1/2/2023,06:43:00+08:00,06,S121,23.4
1/2/2023,06:44:00+08:00,06,S121,23.4
1/2/2023,06:45:00+08:00,06,S121,23.4
1/2/2023,06:46:00+08:00,06,S121,23.4
1/2/2023,06:47:00+08:00,06,S121,23.5
1/2/2023,06:48:00+08:00,06,S121,23.5
1/2/2023,06:49:00+08:00,06,S121,23.5
1/2/2023,06:50:00+08:00,06,S121,23.5
1/2/2023,06:51:00+08:00,06,S121,23.5
1/2/2023,06:52:00+08:00,06,S121,23.5
1/2/2023,06:53:00+08:00,06,S121,23.5
1/2/2023,06:54:00+08:00,06,S121,23.5
1/2/2023,06:55:00+08:00,06,S121,23.5
1/2/2023,06:56:00+08:00,06,S121,23.6
1/2/2023,06:57:00+08:00,06,S121,23.6
1/2/2023,06:58:00+08:00,06,S121,23.5
1/2/2023,06:59:00+08:00,06,S121,23.5
1/2/2023,07:00:00+08:00,07,S121,23.5
1/2/2023,07:01:00+08:00,07,S121,23.5
1/2/2023,07:02:00+08:00,07,S121,23.5
1/2/2023,07:03:00+08:00,07,S121,23.5
1/2/2023,07:04:00+08:00,07,S121,23.5
1/2/2023,07:05:00+08:00,07,S121,23.5
1/2/2023,07:06:00+08:00,07,S121,23.5
1/2/2023,07:07:00+08:00,07,S121,23.5
1/2/2023,07:08:00+08:00,07,S121,23.5
1/2/2023,07:09:00+08:00,07,S121,23.6
1/2/2023,07:10:00+08:00,07,S121,23.5
1/2/2023,07:11:00+08:00,07,S121,23.5
1/2/2023,07:12:00+08:00,07,S121,23.5
1/2/2023,07:13:00+08:00,07,S121,23.6
1/2/2023,07:14:00+08:00,07,S121,23.6
1/2/2023,07:15:00+08:00,07,S121,23.6
1/2/2023,07:16:00+08:00,07,S121,23.6
1/2/2023,07:17:00+08:00,07,S121,23.6
1/2/2023,07:18:00+08:00,07,S121,23.6
1/2/2023,07:19:00+08:00,07,S121,23.5
1/2/2023,07:20:00+08:00,07,S121,23.5
1/2/2023,07:21:00+08:00,07,S121,23.5
1/2/2023,07:22:00+08:00,07,S121,23.5
1/2/2023,07:23:00+08:00,07,S121,23.6
1/2/2023,07:24:00+08:00,07,S121,23.6
1/2/2023,07:25:00+08:00,07,S121,23.5
1/2/2023,07:26:00+08:00,07,S121,23.5
1/2/2023,07:27:00+08:00,07,S121,23.5
1/2/2023,07:28:00+08:00,07,S121,23.5
1/2/2023,07:29:00+08:00,07,S44,23.2
1/2/2023,07:30:00+08:00,07,S44,23.2
1/2/2023,07:31:00+08:00,07,S44,23.2
1/2/2023,07:32:00+08:00,07,S44,23.2
1/2/2023,07:33:00+08:00,07,S44,23.2
1/2/2023,07:34:00+08:00,07,S44,23.2
1/2/2023,07:35:00+08:00,07,S44,23.2
1/2/2023,07:36:00+08:00,07,S44,23.2
1/2/2023,07:37:00+08:00,07,S44,23.2
1/2/2023,07:38:00+08:00,07,S44,23.2
1/2/2023,07:39:00+08:00,07,S44,23.2
1/2/2023,07:40:00+08:00,07,S44,23.2
1/2/2023,07:41:00+08:00,07,S44,23.2
1/2/2023,07:42:00+08:00,07,S44,23.2
1/2/2023,07:43:00+08:00,07,S121,23.5
1/2/2023,07:44:00+08:00,07,S44,23.2
1/2/2023,07:45:00+08:00,07,S121,23.5
1/2/2023,07:46:00+08:00,07,S44,23.3
1/2/2023,07:47:00+08:00,07,S44,23.3
1/2/2023,07:48:00+08:00,07,S44,23.3
1/2/2023,07:49:00+08:00,07,S44,23.3
1/2/2023,07:50:00+08:00,07,S44,23.3
1/2/2023,07:51:00+08:00,07,S44,23.3
1/2/2023,07:52:00+08:00,07,S44,23.3
1/2/2023,07:53:00+08:00,07,S44,23.3
1/2/2023,07:54:00+08:00,07,S44,23.3
1/2/2023,07:55:00+08:00,07,S44,23.4
1/2/2023,07:56:00+08:00,07,S44,23.4
1/2/2023,07:57:00+08:00,07,S44,23.4
1/2/2023,07:58:00+08:00,07,S44,23.4
1/2/2023,07:59:00+08:00,07,S44,23.4
1/2/2023,08:00:00+08:00,08,S44,23.4
1/2/2023,08:01:00+08:00,08,S44,23.4
1/2/2023,08:02:00+08:00,08,S44,23.5
1/2/2023,08:03:00+08:00,08,S121,23.8
1/2/2023,08:04:00+08:00,08,S111,23.5
1/2/2023,08:05:00+08:00,08,S106,24.3
1/2/2023,08:06:00+08:00,08,S106,24.3
1/2/2023,08:07:00+08:00,08,S106,24.3
1/2/2023,08:09:00+08:00,08,S44,23.6
1/2/2023,08:10:00+08:00,08,S44,23.6
1/2/2023,08:11:00+08:00,08,S44,23.7
1/2/2023,08:12:00+08:00,08,S44,23.7
1/2/2023,08:13:00+08:00,08,S44,23.7
1/2/2023,08:14:00+08:00,08,S44,23.7
1/2/2023,08:15:00+08:00,08,S44,23.7
1/2/2023,08:16:00+08:00,08,S44,23.7
1/2/2023,08:17:00+08:00,08,S44,23.8
1/2/2023,08:18:00+08:00,08,S44,23.8
1/2/2023,08:19:00+08:00,08,S44,23.8
1/2/2023,08:20:00+08:00,08,S44,23.8
1/2/2023,08:21:00+08:00,08,S44,23.9
1/2/2023,08:22:00+08:00,08,S44,23.9
1/2/2023,08:23:00+08:00,08,S44,23.9
1/2/2023,08:24:00+08:00,08,S44,23.9
1/2/2023,08:25:00+08:00,08,S44,23.9
1/2/2023,08:26:00+08:00,08,S44,23.9
1/2/2023,08:27:00+08:00,08,S44,23.9
1/2/2023,08:28:00+08:00,08,S44,23.9
1/2/2023,08:29:00+08:00,08,S44,23.9
1/2/2023,08:30:00+08:00,08,S44,24
1/2/2023,08:31:00+08:00,08,S44,24
1/2/2023,08:32:00+08:00,08,S44,24
1/2/2023,08:33:00+08:00,08,S44,24.1
1/2/2023,08:34:00+08:00,08,S44,24.1
1/2/2023,08:35:00+08:00,08,S44,24.1
1/2/2023,08:36:00+08:00,08,S44,24.1
1/2/2023,08:37:00+08:00,08,S44,24.1
1/2/2023,08:38:00+08:00,08,S44,24.2
1/2/2023,08:39:00+08:00,08,S44,24.2
1/2/2023,08:40:00+08:00,08,S44,24.3
1/2/2023,08:41:00+08:00,08,S44,24.2
1/2/2023,08:42:00+08:00,08,S44,24.2
1/2/2023,08:43:00+08:00,08,S44,24.3
1/2/2023,08:44:00+08:00,08,S44,24.3
1/2/2023,08:45:00+08:00,08,S44,24.3
1/2/2023,08:46:00+08:00,08,S44,24.4
1/2/2023,08:47:00+08:00,08,S44,24.4
1/2/2023,08:48:00+08:00,08,S44,24.3
1/2/2023,08:49:00+08:00,08,S44,24.4
1/2/2023,08:50:00+08:00,08,S44,24.5
1/2/2023,08:51:00+08:00,08,S44,24.5
1/2/2023,08:52:00+08:00,08,S44,24.5
1/2/2023,08:53:00+08:00,08,S44,24.6
1/2/2023,08:54:00+08:00,08,S44,24.6
1/2/2023,08:55:00+08:00,08,S44,24.6
1/2/2023,08:56:00+08:00,08,S44,24.6
1/2/2023,08:57:00+08:00,08,S44,24.6
1/2/2023,08:58:00+08:00,08,S44,24.6
1/2/2023,08:59:00+08:00,08,S44,24.6
